"id","name","code","start_date","end_date","course_id/name","company_id/name"
"op_batch_0014","MTPVONLELR191B","MTPVONLELR191B",2019-09-18,2021-12-05,"Maestría en Psicopedagogía Terapéutica","ISEP INTERNACIONAL LLC"
"op_batch_0015","PGPOONLELR191B","PGPOONLELR191B",2019-08-27,2021-12-05,"Especialidad en Psicooncología","ISEP INTERNACIONAL LLC"
"op_batch_0016","MTLPONLELR191B","MTLPONLELR191B",2019-07-19,2021-12-05,"Maestría en Patologías del Lenguaje y el Habla","ISEP INTERNACIONAL LLC"
"op_batch_0017","MTPCONLELR191B","MTPCONLELR191B",2019-07-12,2021-12-05,"Maestría en Psicología Clínica y de la Salud","ISEP INTERNACIONAL LLC"
"op_batch_0018","MTPCONLELR191A","MTPCONLELR191A",2019-07-12,2021-12-05,"Maestría en Psicología Clínica y de la Salud","ISEP INTERNACIONAL LLC"
"op_batch_0019","MTLPCATELR171A","MTLPCATELR171A",2012-12-04,2021-12-05,"Maestría en Patologías del Lenguaje y el Habla","ISEP INTERNACIONAL LLC"
"op_batch_0020","MIONIS21P","MIONIS21P",2021-01-01,2023-12-31,"Mestrado em Psicologia Clínica da Criança e do Adolescente","ISEP INTERNACIONAL LLC - (BRASIL)"
"op_batch_0021","PCONIS21P","PCONIS21P",2021-01-01,2023-12-31,"Mestrado em Psicologia Clínica e da Saúde","ISEP INTERNACIONAL LLC - (BRASIL)"
"op_batch_0022","MLONIS21P","MLONIS21P",2021-01-01,2023-12-31,"Mestrado em Psicologia Forense","ISEP INTERNACIONAL LLC - (BRASIL)"
"op_batch_0023","MPONIS21P","MPONIS21P",2021-01-01,2023-12-31,"Máster em Terapia Cognitivo-Comportamental","ISEP INTERNACIONAL LLC - (BRASIL)"
