"id","name","code","evaluation_type","fees_term_id/id","company_id/id","lang"
"op_course_0147","ISO 22301 Foundation Professional Certificate","ISO22F","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0148","ISO 27001 Lead Auditor","ISO27L","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0149","ISO 27001 Internal Auditor","ISO27I","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0150","ISO 27001 Certified Lead Implementer","ISO27C","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0151","ISO 27001 Foundation","ISO27F","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0153","Maestría en educación con especialidad en educación y docencia","MTDO","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0155","Maestría en educación con especialidad en educación y gestión educativa","EG","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0157","Maestría en educación con especialidad en educación universitaria","EU","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0158","Maestría en educación con especialidad en educación basada en competencias","EB","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0160","Curso Inteligencia Interpersonal","II","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0162","Master en Filosofia","MFF","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0163","Mestrado Teste","Mestrado Teste","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0164","Maestría en Psicología Clínica para Adultos","PCONMX23ISE","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0165","Maestría en Psicología Clínica","PS","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0166","Énfasis en Psicología Clínica para Adultos","EA","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0167","Énfasis en Psicología Clínica Infantojuvenil","EJ","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0168","Énfasis en Psicología Clínica para Parejas","EP","Normal","__export__.op_fees_terms_3_c7c12456","base.main_company","es_MX"
"op_course_0169","Apostilamento de HAIA","HA","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0170","Especialização em Psicologia Clínica e da Saúde","CO","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0171","Especialização em Avaliação e Terapia Psicológica","LT","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0172","Especialização em Educação Socioemocional na Infância e Adolescência","IA","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0173","Especialização em Diagnóstico e Intervenção em Disfunções Sexuais","DD","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0174","Especialização em Planejamento Educacional e Currículo Inclusivo","EC","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0175","Especialização em Psicologia Jurídica e Forense","PJ","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0176","Especialização em Altas Capacidades e Intervenção Educacional","IT","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0177","Especialização em Intervenção Psicopedagógica e Necessidades Especiais","NE","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0178","Especialização em Neuropsicologia Aplicada à Gestão de Talentos","AG","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0179","Especialização em Análise de Dados e Tomada de Decisão Estratégica","AE","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0180","Especialização em Neurogestão Estratégica e Liderança","NL","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0181","Especialização em Gestão Estratégica de Projetos e Liderança","PL","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0182","Especialização em Linguagem; Cognição e Distúrbios de Comunicação","NC","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0183","Especialização em Atuação Integral do Psicólogo em Oncologia","AO","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
"op_course_0184","Especialização em Neuropsicologia e Neurociência Clínica","RN","Normal","__export__.op_fees_terms_3_c7c12456","__export__.res_company_8_50662d8b","es_MX"
